"ID","p1","p2","p3","p4","convergence","sse"
"ID1",19.2424534038775,7.77649692587375,-3.04497304050558,-30.7733818888303,0,12.1174751880383
"ID1",19.5506243560764,-0.67076134526218,3.15545777931737,-17.5529803878609,0,10.8592636822214
"ID1",18.3065482502008,-2.65903547888925,-1.70840356430561,-18.0031264575434,0,27.7390747830827
"ID1",19.2453592648392,8.1112830826504,-4.67636091244715,-21.6909621024311,0,12.1174513808028
"ID1",21.8201668070059,2.67419071372163,1.74330816258772,-4.23440316909057,0,8.54143429784622
"ID1",19.5501550444869,-0.740824305395204,3.17144388375309,-21.0069558392616,0,10.8592794128755
"ID1",21.8360913466384,6.29264668170668,1.51376643215604,-4.23455318245636,0,8.54143597241157
"ID1",19.2522245351889,13.4432657055536,1.78107775728336,-33.9650046780877,0,12.117509635722
"ID1",21.8644238805269,2.51941773976825,1.00502050674646,-4.23409160808979,0,8.54143423460849
"ID1",18.2858843645456,0.74144835083264,-7.41180458650379,-28.8638100376075,0,27.8591454052009
"ID1",19.5505624608074,-0.708770865833452,3.68426751647935,-19.9189650168592,0,10.8593022007905
"ID1",21.902478069131,8.51239210067006,-1.78462750541026,-4.23355041160109,0,8.54143670777871
"ID1",19.2497647587123,14.4319258749475,2.63793369716931,-41.0643336740294,0,12.1174704354549
"ID1",19.2447979212947,5.17797992382814,-1.05951406297605,-30.961460436925,0,12.1174538968618
"ID1",19.2484582383566,6.20821607381511,-0.0755225326112283,-23.1341474315621,0,12.1174579226484
"ID1",24.5196295263323,-0.819405400342607,3.57475345030961,-3.52049325217968,0,1.04993658609227
"ID1",24.8774814272937,0.381317339192095,3.16744382652697,-3.52230872482257,0,1.04965130227897
"ID1",21.8517909754424,3.237862776193,1.35678275743349,-4.23304234840457,0,8.54144214836244
"ID1",24.8953554261088,1.14910255488132,3.14845968957268,-3.52069561999264,0,1.04966624591887
"ID1",19.2700470666819,3.03506602401245,0.742668329574924,-13.3243273159585,0,12.1175769650598
"ID1",24.9817815108552,2.15860520728546,3.00046695583056,-3.52242268042848,0,1.04963955423575
"ID1",24.012646230382,-1.08433185865018,4.14028455281314,-3.47236265634187,0,1.00477868256538
"ID1",24.2974816723454,-0.489710258054084,3.7687851588559,-3.5220961931302,0,1.04963714495457
"ID1",19.2446343323954,8.12347297129382,1.19842060069688,-28.5559898810763,0,12.1174547766494
"ID1",24.7561077319352,-0.185947536796439,3.325292997169,-3.52221288883728,0,1.04963860128342
"ID1",21.8230444841338,2.08327184712336,1.14110531737602,-4.24743914603014,0,8.54204701140321
"ID1",24.9115347147341,0.643515301386421,3.11326777239313,-3.52232209587577,0,1.04963955485663
"ID1",20.8300637192393,-0.944984587357822,3.35123554487672,-4.48295431498142,0,5.66165580535573
"ID1",24.3739170982585,-0.374866279640095,3.70668848786022,-3.52219003366069,0,1.04963733806348
"ID1",19.244253946407,5.50071606900054,-2.87769219258493,-19.0643331166213,0,12.1174545878273
"ID1",25.8238179487256,2.02679292005863,2.96668547656129,-3.23603816053965,0,11.9022628196357
"ID1",21.8770638735069,5.12059120826131,0.582310728383329,-4.2345704197727,0,8.5414344247387
