"ID","p1","p2","p3","p4","convergence","sse"
"Throat_1",12.6412049638897,81.6338409378278,-49.203745037831,-17.7157499165635,0,11.6390783752798
"Throat_1",15.1417683081384,8.69209622378832,3.17811470421415,-4.06321101794928,1,2.49505785738989
"Throat_1",12.641710062247,3.68411275163608,1.59829292793744,-17.8056245883407,0,11.6390768599161
"Throat_1",14.9456535552613,2.62364144528335,3.53159537072569,-4.07058385027477,0,2.49454241473426
"Throat_1",14.9047518070586,1.89784501327705,3.5992964019321,-4.07194319651803,0,2.49454059312118
"Throat_1",14.9410254397918,-0.0268598557988099,3.53952615421048,-4.07144861731486,0,2.49454120022252
"Throat_1",13.8925100537926,-0.0206755184567072,3.57876352443252,-20.0600820639301,0,2.81020908283072
"Throat_1",13.8911383132613,2.02475827375545,3.25507385418677,-14.654315892924,0,2.81018854033631
"Throat_1",13.8894467376077,3.74394390782185,3.61458656659762,-13.7901112457997,0,2.81017130696028
"Throat_1",14.9333677654833,3.4593973888264,3.52887166146526,-4.07813670228982,0,2.4946006460803
"Throat_1",14.9539246211515,-0.120757601463159,3.51621072076296,-4.07158243260825,0,2.49454195740345
"Throat_1",12.6396029615923,5.88819096275289,1.46859800274889,-18.0631850663497,0,11.639085477189
"Throat_1",15.116308242209,7.55662803013055,3.18323223673888,-4.07216180505428,0,2.4945406360725
"Throat_1",15.0029512985317,0.306900328216771,3.42889341135237,-4.07167739972136,0,2.49454072142161
"Throat_1",12.6412507621348,3.13648459422847,0.366656532556303,-10.4594915709936,0,11.642892711463
"Throat_1",13.8930307068826,2.0954684448332,3.35717672415764,-12.6459877857502,0,2.81008609387371
"Throat_1",11.7482996614958,-19.2688859518363,8.92836536509223,-4.42835956139391,0,17.9454131888325
"Throat_1",14.9916750170217,1.33551830476084,3.44939253485641,-4.07149756680783,0,2.49454064679381
"Throat_1",14.918730942593,0.852501195776211,3.57612055805863,-4.07227754258294,0,2.49454066066772
"Throat_1",13.9669152012827,31.0241981596133,3.17807732034733,-5.34038402132758,1,2.72634467435163
"Throat_1",14.9075033162568,3.01541479477846,3.5951802213822,-4.07174856793374,0,2.49454059218751
"Throat_1",15.1109286435417,4.48631488732994,3.19857308732239,-4.0717097969825,0,2.49454062692281
"Throat_1",15.0540244108713,3.83004590393872,3.33760381597683,-4.0684901972785,0,2.4945475241257
"Throat_1",15.0841504465975,3.35474791641251,3.22431220299451,-4.08378444347057,0,2.49458624239435
"Throat_1",12.6508510410561,5.59692734167126,2.64331872850605,-25.3252421071989,0,11.6391509837467
"Throat_1",12.6431759776683,1.52495911006707,1.55048441405784,-17.4865542938689,0,11.6390773243747
"Throat_1",14.7506039034095,12.4253618633975,3.82075657014811,-4.07201861930653,0,2.4945409074033
"Throat_1",14.9138659399863,1.09623535502058,3.58204979651342,-4.07282771105526,0,2.49454109936069
"Throat_1",12.6416240240477,156.270340120663,-70.5456335760498,-17.0009868801649,0,11.6390800734393
"Throat_1",15.0180071278224,1.72778363257112,3.3985314042602,-4.07197841922922,0,2.49454057838277
"Throat_1",12.6393923847111,4.73713065242379,2.64884741534028,-14.167439235421,0,11.6391786587142
"Throat_1",12.6417135670219,86.3416430115866,-16.1973129006304,-18.2848831237348,0,11.6390759181606
"Throat_1",12.6432785147766,35.8908058924913,-33.8842417689974,-18.8463201843944,0,11.6390749684052
